name	continent	iso_country	iso_region	municipality	iata_code
Victoria Regional Airport	NA	US	US-TX	Victoria	VCT
Southern California Logistics Airport	NA	US	US-CA	Victorville	VCV
Vernal Regional Airport	NA	US	US-UT	Vernal	VEL
Visalia Municipal Airport	NA	US	US-CA	Visalia	VIS
Valdosta Regional Airport	NA	US	US-GA	Valdosta	VLD
Eglin Air Force Base	NA	US	US-FL	Valparaiso	VPS
Cecil Field	NA	US	US-FL	Jacksonville	VQQ
Vero Beach Municipal Airport	NA	US	US-FL	Vero Beach	VRB
Hartness State (Springfield) Airport	NA	US	US-VT	Springfield	VSF
Gettysburg Regional Airport	NA	US	US-PA	Gettysburg	GTY
Wallops Flight Facility Airport	NA	US	US-VA	Wallops Island	WAL
Greene County Airport	NA	US	US-PA	Waynesburg	WAY
Wilkes Barre Wyoming Valley Airport	NA	US	US-PA	Wilkes-Barre	WBW
Enid Woodring Regional Airport	NA	US	US-OK	Enid	WDG
Barrow County Airport	NA	US	US-GA	Winder	WDR
Whiteman Airport	NA	US	US-CA	Los Angeles	WHP
General WM J Fox Airfield	NA	US	US-CA	Lancaster	WJF
Strother Field	NA	US	US-KS	Winfield/Arkansas City	WLD
Willows Glenn County Airport	NA	US	US-CA	Willows	WLW
Winnemucca Municipal Airport	NA	US	US-NV	Winnemucca	WMC
Robins Air Force Base	NA	US	US-GA	Warner Robins	WRB
Mc Guire Air Force Base	NA	US	US-NJ	Wrightstown	WRI
Worland Municipal Airport	NA	US	US-WY	Worland	WRL
Condron Army Air Field	NA	US	US-NM	White Sands	WSD
Westerly State Airport	NA	US	US-RI	Westerly	WST
Watsonville Municipal Airport	NA	US	US-CA	Watsonville	WVI
Waterville Robert Lafleur Airport	NA	US	US-ME	Waterville	WVL
Cape May County Airport	NA	US	US-NJ	Wildwood	WWD
West Woodward Airport	NA	US	US-OK	Woodward	WWR
Yellowstone Airport	NA	US	US-MT	West Yellowstone	WYS
Tampa North Aero Park Airport	NA	US	US-FL	Tampa	KYO
Northwest Arkansas Regional Airport	NA	US	US-AR	Fayetteville/Springdale/	XNA
Willow Run Airport	NA	US	US-MI	Detroit	YIP
Yakima Air Terminal McAllister Field	NA	US	US-WA	Yakima	YKM
Youngstown Warren Regional Airport	NA	US	US-OH	Youngstown/Warren	YNG
Kaintiba Airport	OC	PG	PG-GPK	Kaintiba	KZF
Zephyrhills Municipal Airport	NA	US	US-FL	Zephyrhills	ZPH
Zanesville Municipal Airport	NA	US	US-OH	Zanesville	ZZV
Cuatro Vientos Airport	EU	ES	ES-M	Madrid	ECV
Linga Linga Airport	OC	PG	PG-WBK	Linga Linga	LGN
Lowe AHP (Fort Rucker) Heliport	NA	US	US-AL	Fort Rucker Ozark	LOR
Ponikve Airport	EU	RS	RS-16	U≈æice	UZC
Drummond Airport	NA	US	US-MT	Drummond	DRU
Loring International Airport	NA	US	US-ME	Limestone	LIZ
Morehead Airport	OC	PG	PG-WPD	Morehead	MHY
Malekolon Airport	OC	PG	PG-NIK	Babase Island	MKN
Mili Island Airport	OC	MH	MH-MIL	Mili Island	MIJ
Ciudad Constituci√≥n Airport	NA	MX	MX-BCS	Ciudad Constituci√≥n	CUA
Guerrero Negro Airport	NA	MX	MX-BCN	Guerrero Negro	GUB
Angel Albino Corzo International Airport	NA	MX	MX-CHP	Tuxtla Gutiérrez	TGZ
Mal Airport	OC	PG	PG-ESW	Mal Island	MMV
Playa De Oro International Airport	NA	MX	MX-COL	Manzanillo	ZLO
Mandalgobi Airport	AS	MN	MN-059	Mandalgobi	MXW
Bluefields Airport	NA	NI	NI-AS	Bluefileds	BEF
San Pedro Airport	NA	NI	NI-AN	Bonanza	BZA
Corn Island	NA	NI	NI-AS	Corn Island	RNI
Augusto C. Sandino (Managua) International Airport	NA	NI	NI-MN	Managua	MGA
Nueva Guinea Airport	NA	NI	NI-AS	Nueva Guinea	NVG
Puerto Cabezas Airport	NA	NI	NI-AN	Puerto Cabezas	PUZ
Rosita Airport	NA	NI	NI-AN	La Rosita	RFS
San Carlos	NA	NI	NI-SJ	San Carlos	NCR
Siuna	NA	NI	NI-AN	Siuna	SIU
Waspam Airport	NA	NI	NI-AN	Waspam	WSP
Bocas Del Toro International Airport	NA	PA	PA-1	Isla Col√≥n	BOC
Alonso Valderrama Airport	NA	PA	PA-6	Chitré	CTD
Cap Manuel Ni√±o International Airport	NA	PA	PA-1	Changuinola	CHX
Enrique Malek International Airport	NA	PA	PA-4	David	DAV
Enrique Adolfo Jimenez Airport	NA	PA	PA-3	Col√≥n	ONX
Ruben Cantu Airport	NA	PA	PA-9	Santiago	SYP
Tocumen International Airport	NA	PA	PA-8	Tocumen	PTY
Mapua(Mabua) Airport	OC	PG	PG-NIK	Tatau Island	MPU
Miyanmin Airport	OC	PG	PG-SAN	Miyanmin	MPX
Buenos Aires Airport	NA	CR	CR-P	Punta Arenas	BAI
Barra del Colorado Airport	NA	CR	CR-L	Pococi	BCL
Coto 47 Airport	NA	CR	CR-P	Corredores	OTR
Chacarita Airport	NA	CR	CR-P	Puntarenas	JAP
Carrillo Airport	NA	CR	CR-G	Nicoya	RIK
Cabo Velas Airport	NA	CR	CR-G	Nicoya	TNO
Drake Bay Airport	NA	CR	CR-P	Puntarenas	DRK
Flamingo Airport	NA	CR	CR-G	Brasilito	FMG
Golfito Airport	NA	CR	CR-P	Golfito	GLF
Guapiles Airport	NA	CR	CR-L	Pococi	GPL
Islita Airport	NA	CR	CR-G	Nandayure	PBP
Daniel Oduber Quiros International Airport	NA	CR	CR-G	Liberia	LIR
Los Chiles Airport	NA	CR	CR-A	Los Chiles	LSL
Limon International Airport	NA	CR	CR-L	Puerto Limon	LIO
Mojica Airport	NA	CR	CR-G	Ca√±as	CSC
Guanacaste Airport	NA	CR	CR-G	Nicoya/Guanacate	NCT
Nosara Airport	NA	CR	CR-G	Nicoya	NOB
Juan Santamaria International Airport	NA	CR	CR-A	San Jose	SJO
Puerto Jimenez Airport	NA	CR	CR-P	Puerto Jimenez	PJM
Palmar Sur Airport	NA	CR	CR-P	Palmar Sur	PMZ
Tobias Bolanos International Airport	NA	CR	CR-SJ	San Jose	SYQ
Quepos Managua Airport	NA	CR	CR-P	Quepos	XQP
Rio Frio / Progreso Airport	NA	CR	CR-H	Rio Frio / Progreso	RFR
Playa Samara Airport	NA	CR	CR-G	Playa Samara	PLD
San Vito De Java Airport	NA	CR	CR-P	Coto Brus	TOO
Tamarindo De Santa Cruz Airport	NA	CR	CR-G	Santa Cruz	TNO
Tambor Airport	NA	CR	CR-P	Nicoya	TMU
Upala Airport	NA	CR	CR-A	Upala	UPL
El Salvador International Airport	NA	SV	SV-PA	Santa Clara	SAL
Les Cayes Airport	NA	HT	HT-SD	Les Cayes	CYA
Cap Haitien International Airport	NA	HT	HT-ND	Cap Haitien	CAP
Metro Field	NA	US	US-AK	Fairbanks	MTX
Gustavo Rizo Airport	NA	CU	CU-14	Baracoa	BCA
Las Brujas Airport	NA	CU	CU-07	Cayo Santa Maria	BWW
Carlos Manuel de Cespedes Airport	NA	CU	CU-12	Bayamo	BYM
Maximo Gomez Airport	NA	CU	CU-08	Ciego de Avila	AVI
Jardines Del Rey Airport	NA	CU	CU-08	Cayo Coco	CCC
Jaime Gonzalez Airport	NA	CU	CU-06	Cienfuegos	CFG
Vilo Acu√±a International Airport	NA	CU	CU-99	Cayo Largo del Sur	CYO
Ignacio Agramonte International Airport	NA	CU	CU-09	Camaguey	CMW
Antonio Maceo International Airport	NA	CU	CU-13	Santiago	SCU
Leeward Point Field	NA	CU	CU-14	Guantanamo Bay Naval Station	NBW
Mariana Grajales Airport	NA	CU	CU-14	Guantánamo	GAO
José Mart√≠ International Airport	NA	CU	CU-03	Havana	HAV
Frank Pais International Airport	NA	CU	CU-11	Holguin	HOG
Kawama Airport	NA	CU	CU-04	Matanzas	VRO
La Coloma Airport	NA	CU	CU-01	Pinar del Rio	LCL
Punta de Maisi Airport	NA	CU	CU-14	Maisi	UMA
Mayajigua Airport	NA	CU	CU-07	Mayajigua	MJG
Orestes Acosta Airport	NA	CU	CU-11	Moa	MOA
Sierra Maestra Airport	NA	CU	CU-12	Manzanillo	MZO
San Nicolas De Bari Airport	NA	CU	CU-02	San Nicolás	QSN
Nicaro Airport	NA	CU	CU-11	Nicaro	ICR
Rafael Cabrera Airport	NA	CU	CU-99	Nueva Gerona	GER
Playa Baracoa Airport	NA	CU	CU-02	Havana	UPB
Pinar Del Rio Airport	NA	CU	CU-01	Pinar del Rio	QPD
Abel Santamaria Airport	NA	CU	CU-05	Santa Clara	SNU
San Julian Air Base	NA	CU	CU-01	Pinar Del Rio	SNJ
Siguanea Airport	NA	CU	CU-99	Isla de la Juventud	SZJ
Sancti Spiritus Airport	NA	CU	CU-07	Sancti Spiritus	USS
Alberto Delgado Airport	NA	CU	CU-07	Trinidad	TND
Juan Gualberto Gomez International Airport	NA	CU	CU-04	Varadero	VRA
Hermanos Ameijeiras Airport	NA	CU	CU-10	Las Tunas	VTU
Gerrard Smith International Airport	NA	KY	KY-U-A	Cayman Brac	CYB
Edward Bodden Airfield	NA	KY	KY-U-A	Little Cayman	LYB
Owen Roberts International Airport	NA	KY	KY-U-A	Georgetown	GCM
Abreojos Airport	NA	MX	MX-BCS	Abreojos	AJS
Pablo L. Sidar Airport	NA	MX	MX-MIC	Apatzingán	AZG
Salina Cruz Naval Air Station	NA	MX	MX-OAX	Salina Cruz	SCX
Tulum Naval Air Station	NA	MX	MX-ROO	Tulum	TUY
Mindik Airport	OC	PG	PG-MPL	Mindik	MXK
Clarence A. Bain Airport	NA	BS	BS-KB	Mangrove Cay	MAY
Congo Town Airport	NA	BS	BS-KB	Andros	COX
Marsh Harbour International Airport	NA	BS	BS-MH	Marsh Harbour	MHH
San Andros Airport	NA	BS	BS-NB	Andros Island	SAQ
Spring Point Airport	NA	BS	BS-AC	Spring Point	AXP
Treasure Cay Airport	NA	BS	BS-MH	Treasure Cay	TCB
Chub Cay Airport	NA	BS	BS-NB		CCZ
Great Harbour Cay Airport	NA	BS	BS-NB		GHC
South Bimini Airport	NA	BS	BS-BI	South Bimini	BIM
Arthur's Town Airport	NA	BS	BS-CI	Arthur's Town	ATC
New Bight Airport	NA	BS	BS-CI	Cat Island	CAT
Colonel Hill Airport	NA	BS	BS-AC	Colonel Hill	CRI
Exuma International Airport	NA	BS	BS-EX	George Town	GGT
North Eleuthera Airport	NA	BS	BS-HI	North Eleuthera	ELH
Governor's Harbour Airport	NA	BS	BS-GH	Governor's Harbour	GHB
Rock Sound Airport	NA	BS	BS-RS	Rock Sound	RSD
Grand Bahama International Airport	NA	BS	BS-FP	Freeport	FPO
Auxiliary Airfield	NA	BS	BS-HR	Grand Bahama	GBI
West End Airport	NA	BS	BS-FP	West End	WTD
Inagua Airport	NA	BS	BS-IN	Matthew Town	IGA
Deadman's Cay Airport	NA	BS	BS-LI	Deadman's Cay	LGI
Stella Maris Airport	NA	BS	BS-LI	Stella Maris	SML
Mayaguana Airport	NA	BS	BS-MG	Mayaguana	MYG
Lynden Pindling International Airport	NA	BS	BS-NP	Nassau	NAS
San Salvador Airport	NA	BS	BS-SR	San Salvador	ZSA
Menyamya Airport	OC	PG	PG-MPL	Menyamya	MYX
Philip S. W. Goldson International Airport	NA	BZ	BZ-BZ	Belize City	BZE
Bagani Airport	AF	NA	NA-OK	Bagani	BQI
Mangaia Island Airport	OC	CK	CK-U-A	Mangaia Island	MGS
Mauke Airport	OC	CK	CK-U-A	Mauke Island	MUK
Mitiaro Island Airport	OC	CK	CK-U-A	Mitiaro Island	MOI
Tongareva Airport	OC	CK	CK-U-A	Penrhyn Island	PYE
Rarotonga International Airport	OC	CK	CK-U-A	Avarua	RAR
Namudi Airport	OC	PG	PG-NPP	Namudi	NDI
Nadunumu Airport	OC	PG	PG-CPM	Nadunumu	NDN
Browns Airport	NA	US	US-NE	Weeping Water	EPG
Nadi International Airport	OC	FJ	FJ-W	Nadi	NAN
Malolo Lailai Island Airport	OC	FJ	FJ-W	Malolo Lailai Island	PTF
Rabi Island Airport	OC	FJ	FJ-N	Rabi Island	RBI
Vunisea Airport	OC	FJ	FJ-E	Vunisea	KDV
Moala Airport	OC	FJ	FJ-E	Moala	MFJ
Nausori International Airport	OC	FJ	FJ-C	Nausori	SUV
Levuka Airfield	OC	FJ	FJ-E	Bureta	LEV
Ngau Airport	OC	FJ	FJ-E	Ngau	NGI
Laucala Island Airport	OC	FJ	FJ-N	Laucala Island	LUC
Lakeba Island Airport	OC	FJ	FJ-E	Lakeba Island	LKB
Matei Airport	OC	FJ	FJ-N	Matei	TVU
Koro Island Airport	OC	FJ	FJ-E	Koro Island	KXF
Rotuma Airport	OC	FJ	FJ-R	Rotuma	RTA
Savusavu Airport	OC	FJ	FJ-N	Savusavu	SVU
Vatukoula Airport	OC	FJ	FJ-W	Vatukoula	VAU
Wakaya Island Airport	OC	FJ	FJ-E	Wakaya Island	KAY
Ono-I-Lau Airport	OC	FJ	FJ-E	Ono-I-Lau	ONU
Yasawa Island Airport	OC	FJ	FJ-W	Yasawa Island	YAS
Kaufana Airport	OC	TO	TO-01	Eua Island	EUA
Fua'amotu International Airport	OC	TO	TO-04	Nuku'alofa	TBU
Lifuka Island Airport	OC	TO	TO-02	Lifuka	HPA
Mata'aho Airport	OC	TO	TO-03	Angaha, Niuafo'ou Island	NFO
Kuini Lavenia Airport	OC	TO	TO-03	Niuatoputapu	NTT
Vava'u International Airport	OC	TO	TO-05	Vava'u Island	VAV
Vanua Balavu Airport	OC	FJ	FJ-E	Vanua Balavu	VBV
Vatulele Airport	OC	FJ	FJ-W	Vatulele	VTF
Gombe Lawanti International Airport	AF	NG	NG-GO	Gombe	GMO
Bauchi Airport	AF	NG	NG-BA	Bauchi	BCU
Beru Airport	OC	KI	KI-G	Beru	BEZ
Maiana Airport	OC	KI	KI-G	Maiana	MNK
Marakei Airport	OC	KI	KI-G	Marakei	MZK
Nikunau Airport	OC	KI	KI-G	Nikunau	NIG
Onotoa Airport	OC	KI	KI-G	Onotoa	OOT
Bonriki International Airport	OC	KI	KI-G	Tarawa	TRW
Abemama Atoll Airport	OC	KI	KI-G	Abemama Atoll	AEA
Nonouti Airport	OC	KI	KI-G	Nonouti	NON
Butaritari Atoll Airport	OC	KI	KI-G	Butaritari Atoll	BBG
Niue International Airport	OC	NU	NU-U-A	Alofi	IUE
Nipa Airport	OC	PG	PG-SHM	Nipa	NPG
Ofu Village Airport	OC	AS	AS-U-A	Ofu Village	OFU
Fitiuta Airport	OC	AS	AS-U-A	Fitiuta Village	FTI
Pago Pago International Airport	OC	AS	AS-U-A	Pago Pago	PPG
Apataki Airport	OC	PF	PF-U-A	Apataki	APK
Hikueru Atoll Airport	OC	PF	PF-U-A	Hikueru Atoll	HHZ
Napuka Island Airport	OC	PF	PF-U-A	Napuka Island	NAU
Tatakoto Airport	OC	PF	PF-U-A	Tatakoto	TKV
Pukarua Airport	OC	PF	PF-U-A	Pukarua	PUK
Nukutavake Airport	OC	PF	PF-U-A	Nukutavake	NUK
Ahe Airport	OC	PF	PF-U-A	Ahe Atoll	AHE
Kauehi Airport	OC	PF	PF-U-A	Kauehi	KHZ
Fakahina Airport	OC	PF	PF-U-A	Fakahina	FHZ
Takume Airport	OC	PF	PF-U-A	Takume	TJN
Naiu Airport	OC	PF	PF-U-A	Naiu Atoll	NIU
Katiu Airport	OC	PF	PF-U-A	Katiu	KXU
Hiva Oa-Atuona Airport	OC	PF	PF-U-A	Hiva Oa Island	AUQ
Ua Pou Airport	OC	PF	PF-U-A	Ua Pou	UAP
Ua Huka Airport	OC	PF	PF-U-A	Ua Huka	UAH
Bora Bora Airport	OC	PF	PF-U-A	Motu Mute	BOB
Tetiaroa Airport	OC	PF	PF-U-A	Tetiaroa	TTI
Huahine-Fare Airport	OC	PF	PF-U-A	Fare	HUH
Raiatea Airport	OC	PF	PF-U-A	Uturoa	RFP
Tupai Airport	OC	PF	PF-U-A	Tupai Atoll	TPX
Vahitahi Airport	OC	PF	PF-U-A	Vahitahi	VHZ
Nuguria Airstrip	OC	PG	PG-NIK	Nuguria Island	NUG
Quion Hill Airport	OC	VU	VU-SEE	Quion Hill	UIQ
Port Vila Bauerfield Airport	OC	VU	VU-SEE	Port Vila	VLI
Nowata Airport	OC	PG	PG-MBA	Nowata	NWT
√éle Art - Waala Airport	OC	NC	NC-U-A	Waala	BMY
Koné Airport	OC	NC	NC-U-A	Koné	KNQ
√éle des Pins Airport	OC	NC	NC-U-A	√éle des Pins	ILP
Nesson Airport	OC	NC	NC-U-A	Houailou	HLU
Koumac Airport	OC	NC	NC-U-A	Koumac	KOC
Lifou Airport	OC	NC	NC-U-A	Lifou	LIF
Nouméa Magenta Airport	OC	NC	NC-U-A	Nouméa	GEA
Edmond Cané Airport	OC	NC	NC-U-A	√éle Ouen	IOU
Poum Airport	OC	NC	NC-U-A	Poum	PUV
Maré Airport	OC	NC	NC-U-A	Maré	MEE
Touho Airport	OC	NC	NC-U-A	Touho	TOU
Ouvéa Airport	OC	NC	NC-U-A	Ouvéa	UVE
La Tontouta International Airport	OC	NC	NC-U-A	Nouméa	NOU
Auckland International Airport	OC	NZ	NZ-AUK	Auckland	AKL
Taupo Airport	OC	NZ	NZ-WKO	Taupo	TUO
Ardmore Airport	OC	NZ	NZ-AUK	Manurewa	AMZ
Christchurch International Airport	OC	NZ	NZ-CAN	Christchurch	CHC
Chatham Islands-Tuuta Airport	OC	NZ	NZ-WGN	Waitangi	CHT
Dunedin Airport	OC	NZ	NZ-OTA	Dunedin	DUD
Great Barrier Aerodrome	OC	NZ	NZ-AUK	Claris	GBZ
Gisborne Airport	OC	NZ	NZ-GIS	Gisborne	GIS
Glentanner Airport	OC	NZ	NZ-CAN	Glentanner Station	GTN
Hamilton International Airport	OC	NZ	NZ-WKO	Hamilton	HLZ
Kaikoura Airport	OC	NZ	NZ-CAN		KBZ
Kerikeri Airport	OC	NZ	NZ-NTL	Kerikeri	KKE
Kaitaia Airport	OC	NZ	NZ-NTL	Kaitaia	KAT
Alexandra Airport	OC	NZ	NZ-OTA	Alexandra	ALR
Mechanics Bay Heliport	OC	NZ	NZ-AUK	Auckland City	MHB
Milford Sound Airport	OC	NZ	NZ-STL		MFN
Motueka Airport	OC	NZ	NZ-TAS		MZP
Manapouri Airport	OC	NZ	NZ-STL		TEU
Hood Airport	OC	NZ	NZ-WGN	Masterton	MRO
New Plymouth Airport	OC	NZ	NZ-TKI	New Plymouth	NPL
Nelson Airport	OC	NZ	NZ-NSN	Nelson	NSN
Invercargill Airport	OC	NZ	NZ-STL	Invercargill	IVC
Oamaru Airport	OC	NZ	NZ-OTA		OAM
Palmerston North Airport	OC	NZ	NZ-MWT		PMR
Picton Aerodrome	OC	NZ	NZ-MBH	Picton	PCN
Queenstown International Airport	OC	NZ	NZ-OTA	Queenstown	ZQN
Ryans Creek Aerodrome	OC	NZ	NZ-STL	Oban	SZS
Rotorua Regional Airport	OC	NZ	NZ-BOP	Rotorua	ROT
Tauranga Airport	OC	NZ	NZ-BOP	Tauranga	TRG
Takaka Airport	OC	NZ	NZ-TAS		KTF
Tokoroa Airfield	OC	NZ	NZ-WKO	Tokoroa	TKZ
Taharoa Aerodrome	OC	NZ	NZ-WKO	Taharoa	THH
Pukaki Airport	OC	NZ	NZ-CAN	Twitzel	TWZ
Woodbourne Airport	OC	NZ	NZ-MBH	Blenheim	BHE
Whakatane Airport	OC	NZ	NZ-BOP		WHK
Wellington International Airport	OC	NZ	NZ-WGN	Wellington	WLG
Wairoa Airport	OC	NZ	NZ-HKB	Wairoa	WIR
Wanganui Airport	OC	NZ	NZ-MWT	Wanganui	WAG
Benton Field	NA	US	US-CA	Redding	BZF
Bamiyan Airport	AS	AF	AF-BAM	Bamiyan	BIN
Bost Airport	AS	AF	AF-HEL	Bost	BST
Chakcharan Airport	AS	AF	AF-GHO	Chakcharan	CCN
Sardeh Band Airport	AS	AF	AF-GHA	Sardeh Band	SBF
Darwaz Airport	AS	AF	AF-BDS	Darwaz	DAZ
Farah Airport	AS	AF	AF-FRA	Farah	FAH
Faizabad Airport	AS	AF	AF-BDS	Faizabad	FBD
Ghazni Airport	AS	AF	AF-GHA	Ghazni	GZI
Khwahan Airport	AS	AF	AF-BDS	Khwahan	KWH
Bagram Air Base	AS	AF	AF-PAR	Bagram	OAI
Gardez Airport	AS	AF	AF-PIA	Gardez	GRG
Kabul International Airport	AS	AF	AF-KAB	Kabul	KBL
Khost Airport	AS	AF	AF-PIA	Khost	KHT
Urgun Airport	AS	AF	AF-PKA	Urgun	URN
Qala-I-Naw Airport	AS	AF	AF-BDG	Qala-I-Naw	LQN
Sharana Airstrip	AS	AF	AF-PKA	Sharana	OAS
Sheghnan Airport	AS	AF	AF-BDS	Sheghnan	SGA
Tarin Kowt Airport	AS	AF	AF-ORU	Tarin Kowt	TII
Talolqan Airport	AS	AF	AF-TAK	Taloqan	TQN
Camp Bastion Airport	AS	AF	AF-HEL		OAZ
Zaranj Airport	AS	AF	AF-NIM	Zaranj	ZAJ
Bahrain International Airport	AS	BH	BH-15	Manama	BAH
Abha Regional Airport	AS	SA	SA-14	Abha	AHB
King Fahd International Airport	AS	SA	SA-04	Ad Dammam	DMM
Dawadmi Domestic Airport	AS	SA	SA-01	Dawadmi	DWD
Jizan Regional Airport	AS	SA	SA-09	Jizan	GIZ
Jubail Airport	AS	SA	SA-04	Jubail	QJB
King Abdulaziz International Airport	AS	SA	SA-02	Jeddah	JED
Hafar Al-Batin Domestic Airport	AS	SA	SA-04	King Khaled Military City	KMC
Prince Mohammad Bin Abdulaziz Airport	AS	SA	SA-03	Medina	MED
Qaisumah Domestic Airport	AS	SA	SA-04	Qaisumah	AQI
Rafha Domestic Airport	AS	SA	SA-08	Rafha	RAH
King Khaled International Airport	AS	SA	SA-01	Riyadh	RUH
Arar Domestic Airport	AS	SA	SA-08	Arar	RAE
Riyadh Air Base	AS	SA	SA-01	Riyadh	XXN
Al-Jawf Domestic Airport	AS	SA	SA-12	Al-Jawf	AJF
Turaif Domestic Airport	AS	SA	SA-08		TUI
Wadi Al Dawasir Airport	AS	SA	SA-01		WAE
Al Wajh Domestic Airport	AS	SA	SA-07	Al Wajh	EJH
Zilfi Airport	AS	SA	SA-01	Zilfi	ZUL
Aghajari Airport	AS	IR	IR-10	Aghajari,	AKW
Gachsaran Airport	AS	IR	IR-18	Gachsaran	GCH
Omidiyeh Airport	AS	IR	IR-10	Omidiyeh	OMI
Ahwaz Airport	AS	IR	IR-10	Ahwaz	AWZ
Bushehr Airport	AS	IR	IR-06	Bushehr	BUZ
Asaloyeh Airport	AS	IR	IR-06	Asaloyeh	AOY
Persian Gulf International Airport	AS	IR	IR-06	Asalouyeh	YEH
Shahid Ashrafi Esfahani Airport	AS	IR	IR-17	Kermanshah	KSH
Ilam Airport	AS	IR	IR-05	Ilam	IIL
Hesa Airport	AS	IR	IR-04	Hesa	IFH
Esfahan Shahid Beheshti International Airport	AS	IR	IR-04	Isfahan	IFN
Shahrekord Airport	AS	IR	IR-08	Shahrekord	CQD
Sardar-e-Jangal Airport	AS	IR	IR-19	Rasht	RAS
Hamadan Airport	AS	IR	IR-24	Hamadan	HDM
Arak Airport	AS	IR	IR-22	Araak	AJK
Imam Khomeini International Airport	AS	IR	IR-07	Tehran	IKA
Mehrabad International Airport	AS	IR	IR-07	Tehran	THR
Bandar Abbas International Airport	AS	IR	IR-23	Bandar Abbas	BND
Jiroft Airport	AS	IR	IR-15	Jiroft	JYR
Kerman Airport	AS	IR	IR-15	Kerman	KER
Havadarya Airport	AS	IR	IR-23	Havadarya	HDR
Birjand Airport	AS	IR	IR-29	Birjand	XBJ
Sarakhs Airport	AS	IR	IR-30	Sarakhs	CKT
Mashhad International Airport	AS	IR	IR-30	Mashhad	MHD
Bojnord Airport	AS	IR	IR-31	Bojnord	BJB
Sabzevar National Airport	AS	IR	IR-30	Sabzevar	AFZ
Tabas Airport	AS	IR	IR-25	Tabas	TCX
Babolsar Airport	AS	IR	IR-21	Babolsar	BBL
Kalaleh Airport	AS	IR	IR-27	Kalaleh	KLM
Gorgan Airport	AS	IR	IR-27	Gorgan	GBT
Bishe Kola Air Base	AS	IR	IR-21	Amol	BSM
Dasht-e Naz Airport	AS	IR	IR-21	Sari	SRY
Fasa Airport	AS	IR	IR-14	Fasa	FAZ
Jahrom Airport	AS	IR	IR-14	Jahrom	JAR
Lar Airport	AS	IR	IR-14	Lar	LRR
Lamerd Airport	AS	IR	IR-14	Lamerd	LFM
Shiraz Shahid Dastghaib International Airport	AS	IR	IR-14	Shiraz	SYZ
Khoy Airport	AS	IR	IR-02	Khoy	KHY
Ardabil Airport	AS	IR	IR-03	Ardabil	ADU
Sahand Airport	AS	IR	IR-01	Maragheh	ACP
Parsabade Moghan Airport	AS	IR	IR-03	Parsabad	PFQ
Urmia Airport	AS	IR	IR-02	Urmia	OMH
Tabriz International Airport	AS	IR	IR-01	Tabriz	TBZ
Zanjan Airport	AS	IR	IR-11	Zanjan	JWN
Shahid Sadooghi Airport	AS	IR	IR-25	Yazd	AZD
Konarak Airport	AS	IR	IR-13	Chabahar	ZBR
Zahedan International Airport	AS	IR	IR-13	Zahedan	ZAH
Iran Shahr Airport	AS	IR	IR-13	Iranshahr	IHR
Queen Alia International Airport	AS	JO	JO-AM	Amman	AMM
Amman-Marka International Airport	AS	JO	JO-AM	Amman	ADJ
Aqaba King Hussein International Airport	AS	JO	JO-AQ	Aqaba	AQJ
Jerusalem Airport	AS	PS	PS-U-A	Jerusalem	JRS
King Hussein Air College	AS	JO	JO-MA	Mafraq	OMF
Downtown Airpark	NA	US	US-OK	Oklahoma City	DWN
Kuwait International Airport	AS	KW	KW-FA	Kuwait City	KWI
Okao Airport	OC	PG	PG-WPD	Okao	OKV
Rene Mouawad Air Base	AS	LB	LB-AS	Tripoli	KYE
Olsobip Airport	OC	PG	PG-WPD	Olsobip	OLQ
Abu Dhabi International Airport	AS	AE	AE-AZ	Abu Dhabi	AUH
Al Ain International Airport	AS	AE	AE-AZ	Al Ain	AAN
Dubai International Airport	AS	AE	AE-DU	Dubai	DXB
Al Minhad Air Base	AS	AE	AE-DU	Dubai	NHD
Al Maktoum International Airport	AS	AE	AE-DU	Jebel Ali	DWC
Ras Al Khaimah International Airport	AS	AE	AE-RK	Ras Al Khaimah	RKT
Sharjah International Airport	AS	AE	AE-SH	Sharjah	SHJ
Ononge Airport	OC	PG	PG-CPM	Onange Mission	ONB
Qarn Alam Airport	AS	OM	OM-WU	Ghaba	RNM
Khasab Air Base	AS	OM	OM-MU	Khasab	KHS
Masirah Air Base	AS	OM	OM-SH	Masirah	MSH
Muscat International Airport	AS	OM	OM-MA	Muscat	MCT
Marmul Airport	AS	OM	OM-JA	Marmul	OMM
Salalah Airport	AS	OM	OM-JA	Salalah	SLL
Sur Airport	AS	OM	OM-SH	Sur	SUH
Thumrait Air Base	AS	OM	OM-JA	Thumrait	TTH
Dadu West Airport	AS	PK	PK-SD	Dadu	DDU
Bannu Airport	AS	PK	PK-NW	Bannu	BNP
Bahawalnagar Airport	AS	PK	PK-PB	Bahawalnagar	WGB
Bahawalpur Airport	AS	PK	PK-PB	Bahawalpur	BHV
Chitral Airport	AS	PK	PK-NW	Chitral	CJL
Chilas Airport	AS	PK	PK-NA	Chilas	CHB
Dalbandin Airport	AS	PK	PK-BA	Dalbandin	DBA
Dadu Airport	AS	PK	PK-SD	Dadu	DDU
Dera Ghazi Khan Airport	AS	PK	PK-PB	Dera Ghazi Khan	DEA
Dera Ismael Khan Airport	AS	PK	PK-NW	Dera Ismael Khan	DSK
Faisalabad International Airport	AS	PK	PK-PB	Faisalabad	LYP
